"SDO_ID","SDO_Name","Geogr_Laenge","Geogr_Breite","Hoehe_ueber_NN","Metadata_Link"
"691","Bremen","8.7979","53.045","4.0","https://cdc.dwd.de/rest/metadata/station/html/812300149799"
